time;safety_concept_2b_b_normal;safety_concept_2b_b_normal-der;safety_concept_2b_b_silfo_normal;safety_concept_2b_b_silfo_normal-der
10000;0.02633404367575078;0;0.013984697993561074;0
20000;0.0987166871065201;4.935834355326005e-06;0.03918912558282724;1.959456279141362e-06
